,Especie,Ticker,Spot,Moneyness,CallPut,Strike,TTM,impliedVolatility,Last,Bid,Ask,Avg,Tasa,Div,Precio_BS,Precio_BIN
54,TSLA230811C00280000,TSLA,253.86000061035156,0.9066428593226842,C,280.0,5,0.49561051269531253,0.46,0.43,0.45,0.44,0.053179310344827584,0.0,0.29885363271826115,0.29594806467960366
55,TSLA230811P00280000,TSLA,253.86000061035156,0.9066428593226842,P,280.0,5,0.6355016918945313,26.56,25.0,27.35,26.175,0.053179310344827584,0.0,26.8232103011174,26.881780131916447
56,TSLA230811C00282500,TSLA,253.86000061035156,0.8986194711870852,C,282.5,5,0.50586431640625,0.36,0.35,0.37,0.36,0.053179310344827584,0.0,0.23011511177983657,0.2291540545907707
57,TSLA230811P00282500,TSLA,253.86000061035156,0.8986194711870852,P,282.5,5,0.6674837939453127,28.95,28.1,29.8,28.950000000000003,0.053179310344827584,0.0,29.272666844433047,29.33445974206195
58,TSLA230811C00285000,TSLA,253.86000061035156,0.8907368442468476,C,285.0,5,0.5097705273437501,0.27,0.25,0.29,0.27,0.053179310344827584,0.0,0.1651857041012006,0.16447155812655226
59,TSLA230811P00285000,TSLA,253.86000061035156,0.8907368442468476,P,285.0,5,0.6894562304687502,31.54,30.5,32.2,31.35,0.053179310344827584,0.0,31.685074822475826,31.748087616973624
60,TSLA230811C00287500,TSLA,253.86000061035156,0.882991306470788,C,287.5,5,0.53320779296875,0.21,0.06,0.25,0.155,0.053179310344827584,0.0,0.14996261279060796,0.14798604029371656
61,TSLA230811P00287500,TSLA,253.86000061035156,0.882991306470788,P,287.5,5,0.5063525927734375,34.16,32.95,34.7,33.825,0.053179310344827584,0.0,33.53776414078018,33.66642528932139
62,TSLA230811C00290000,TSLA,253.86000061035156,0.8753793124494882,C,290.0,5,0.5351608984375,0.19,0.18,0.19,0.185,0.053179310344827584,0.0,0.10587049742618948,0.10374485471931054
63,TSLA230811P00290000,TSLA,253.86000061035156,0.8753793124494882,P,290.0,5,0.63867548828125,36.5,35.55,37.7,36.625,0.053179310344827584,0.0,36.24005289513809,36.33418861894876
64,TSLA230811C00292500,TSLA,253.86000061035156,0.8678974379841079,C,292.5,5,0.5478560839843751,0.15,0.15,0.16,0.155,0.053179310344827584,0.0,0.08575824254509756,0.08519417836431825
65,TSLA230811P00292500,TSLA,253.86000061035156,0.8678974379841079,P,292.5,5,0.5205126074218749,38.65,37.9,39.6,38.75,0.053179310344827584,0.0,38.485343788880385,38.64220726383246
66,TSLA230811C00295000,TSLA,253.86000061035156,0.8605423749503442,C,295.0,5,0.5537154003906251,0.13,0.11,0.13,0.12,0.053179310344827584,0.0,0.0637042399654959,0.06310813866618727
67,TSLA230811P00295000,TSLA,253.86000061035156,0.8605423749503442,P,295.0,5,0.6543003320312502,41.4,40.5,42.45,41.475,0.053179310344827584,0.0,41.12729568371191,41.23784025234634
68,TSLA230811C00297500,TSLA,253.86000061035156,0.8533109264213498,C,297.5,5,0.5429733203125001,0.11,0.04,0.11,0.075,0.053179310344827584,0.0,0.036668952913169406,0.03618379934950987
69,TSLA230811P00297500,TSLA,253.86000061035156,0.8533109264213498,P,297.5,5,0.9060067993164063,37.3,42.25,44.9,43.575,0.053179310344827584,0.0,44.29766372740244,44.3684443909354
70,TSLA230811C00300000,TSLA,253.86000061035156,0.8462000020345052,C,300.0,5,0.5722699023437501,0.09,0.07,0.09,0.08,0.053179310344827584,0.0,0.03907944537812491,0.0385813284328425
71,TSLA230811P00300000,TSLA,253.86000061035156,0.8462000020345052,P,300.0,5,0.8920909228515624,45.42,44.75,47.15,45.95,0.053179310344827584,0.0,46.6022934237231,46.67960681935166
72,TSLA230811C00302500,TSLA,253.86000061035156,0.839206613587939,C,302.5,5,0.5488326367187502,0.01,0.01,0.07,0.04,0.053179310344827584,0.0,0.01779659116332022,0.017371232187895307
73,TSLA230811P00302500,TSLA,253.86000061035156,0.839206613587939,P,302.5,5,0.5410202148437502,47.45,47.25,50.1,48.675,0.053179310344827584,0.0,48.43512419284036,48.63982222273666
74,TSLA230811C00305000,TSLA,253.86000061035156,0.8323278708536117,C,305.0,5,0.585941640625,0.05,0.04,0.06,0.05,0.053179310344827584,0.0,0.02261236599456118,0.021857637361861557
75,TSLA230811P00305000,TSLA,253.86000061035156,0.8323278708536117,P,305.0,5,0.648441015625,44.95,49.75,52.75,51.25,0.053179310344827584,0.0,50.973815408268905,51.141423787073705
76,TSLA230811C00307500,TSLA,253.86000061035156,0.8255609775946392,C,307.5,5,0.5742230078125,0.05,0.0,0.06,0.03,0.053179310344827584,0.0,0.012417271336584212,0.011970656265394787
77,TSLA230811P00307500,TSLA,253.86000061035156,0.8255609775946392,P,307.5,5,0.585941640625,51.63,52.25,55.1,53.675,0.053179310344827584,0.0,53.43141578665458,53.639804010677246
78,TSLA230811C00310000,TSLA,253.86000061035156,0.8189032277753276,C,310.0,5,0.6250037500000001,0.05,0.04,0.05,0.045,0.053179310344827584,0.0,0.02027264185386035,0.01979987608207478
79,TSLA230811P00310000,TSLA,253.86000061035156,0.8189032277753276,P,310.0,5,0.6054726953125001,55.39,54.75,57.6,56.175,0.053179310344827584,0.0,55.92891751638655,56.13979490464754
80,TSLA230811C00312500,TSLA,253.86000061035156,0.812352001953125,C,312.5,5,0.6054726953125001,0.03,0.01,0.04,0.025,0.053179310344827584,0.0,0.009999292428749251,0.00968861480254638
81,TSLA230811P00312500,TSLA,253.86000061035156,0.812352001953125,P,312.5,5,0.6289099609375001,57.05,57.25,60.1,58.675,0.053179310344827584,0.0,58.4274984559452,58.63978579861783
82,TSLA230811C00315000,TSLA,253.86000061035156,0.805904763842386,C,315.0,5,0.6250037500000001,0.02,0.01,0.04,0.025,0.053179310344827584,0.0,0.00974824436803401,0.00935944858363064
83,TSLA230811P00315000,TSLA,253.86000061035156,0.805904763842386,P,315.0,5,0.648441015625,58.58,59.75,62.6,61.175,0.053179310344827584,0.0,60.92517615896662,61.13977669258812
84,TSLA230818C00215000,TSLA,253.86000061035156,1.180744188885356,C,215.0,12,0.6435582519531251,39.47,39.5,40.45,39.975,0.05349310344827586,0.0,40.15290186387239,40.14718475492663
85,TSLA230818P00215000,TSLA,253.86000061035156,1.180744188885356,P,215.0,12,0.5219774365234374,0.43,0.42,0.45,0.435,0.05349310344827586,0.0,0.33628728637469507,0.3365681516353323
86,TSLA230818C00220000,TSLA,253.86000061035156,1.1539090936834162,C,220.0,12,0.6064492480468751,34.85,34.75,35.7,35.225,0.05349310344827586,0.0,35.383244250081816,35.38165207406564
87,TSLA230818P00220000,TSLA,253.86000061035156,1.1539090936834162,P,220.0,12,0.5056201782226561,0.66,0.64,0.68,0.66,0.05349310344827586,0.0,0.5260894241227998,0.5223199552914368
88,TSLA230818C00225000,TSLA,253.86000061035156,1.1282666693793402,C,225.0,12,0.5754436987304687,30.19,30.1,31.1,30.6,0.05349310344827586,0.0,30.729492047904444,30.727610241632306
89,TSLA230818P00225000,TSLA,253.86000061035156,1.1282666693793402,P,225.0,12,0.4946339599609375,1.0,0.98,1.03,1.005,0.05349310344827586,0.0,0.8468203709275528,0.8501083525365565
90,TSLA230818C00230000,TSLA,253.86000061035156,1.1037391330884851,C,230.0,12,0.5773968041992188,25.7,25.65,27.3,26.475,0.05349310344827586,0.0,26.535140724344103,26.539260142110383
91,TSLA230818P00230000,TSLA,253.86000061035156,1.1037391330884851,P,230.0,12,0.48279325805664064,1.53,1.49,1.56,1.525,0.05349310344827586,0.0,1.3179721551710983,1.314358050187197
92,TSLA230818C00232500,TSLA,253.86000061035156,1.0918709703671035,C,232.5,12,0.5637250659179689,23.75,23.5,25.15,24.325,0.05349310344827586,0.0,24.364588069083993,24.358973829445866
93,TSLA230818P00232500,TSLA,253.86000061035156,1.0918709703671035,P,232.5,12,0.476567734375,1.9,1.83,1.9,1.865,0.05349310344827586,0.0,1.6252741298105065,1.6278589396167005
94,TSLA230818C00235000,TSLA,253.86000061035156,1.0802553217461768,C,235.0,12,0.5267381311035157,21.65,21.4,22.4,21.9,0.05349310344827586,0.0,21.943354515210814,21.947046988800036
95,TSLA230818P00235000,TSLA,253.86000061035156,1.0802553217461768,P,235.0,12,0.47192910888671874,2.28,2.22,2.32,2.27,0.05349310344827586,0.0,2.010196400677806,2.018698589294228
96,TSLA230818C00237500,TSLA,253.86000061035156,1.068884213096217,C,237.5,12,0.5164843273925781,19.65,19.4,20.35,19.875,0.05349310344827586,0.0,19.89379695508876,19.88558657057525
97,TSLA230818P00237500,TSLA,253.86000061035156,1.068884213096217,P,237.5,12,0.47852083984375,2.78,2.02,2.97,2.495,0.05349310344827586,0.0,2.6116727171037226,2.6235202379969524
98,TSLA230818C00240000,TSLA,253.86000061035156,1.0577500025431315,C,240.0,12,0.5084277673339843,17.55,17.5,18.4,17.95,0.05349310344827586,0.0,17.942154035532752,17.947400810593354
99,TSLA230818P00240000,TSLA,253.86000061035156,1.0577500025431315,P,240.0,12,0.46362841064453125,3.35,3.3,3.4,3.3499999999999996,0.05349310344827586,0.0,3.0172942228493795,3.0288197619131205
100,TSLA230818C00242500,TSLA,253.86000061035156,1.046845363341656,C,242.5,12,0.5017139672851563,15.6,15.65,16.6,16.125,0.05349310344827586,0.0,16.089238324385633,16.098058855669528
101,TSLA230818P00242500,TSLA,253.86000061035156,1.046845363341656,P,242.5,12,0.46130909790039065,4.05,3.95,4.1,4.025,0.05349310344827586,0.0,3.679168695052624,3.687495161980727
102,TSLA230818C00245000,TSLA,253.86000061035156,1.0361632677973533,C,245.0,12,0.48718774536132814,14.1,13.95,14.25,14.1,0.05349310344827586,0.0,14.19499603036806,14.19519781385042
103,TSLA230818P00245000,TSLA,253.86000061035156,1.0361632677973533,P,245.0,12,0.45606012695312503,4.85,4.7,4.85,4.775,0.05349310344827586,0.0,4.3948359850448355,4.399795771062098
104,TSLA230818C00247500,TSLA,253.86000061035156,1.0256969721630367,C,247.5,12,0.49158223266601564,12.35,12.35,12.8,12.575,0.05349310344827586,0.0,12.709706953386558,12.699896132951602
105,TSLA230818P00247500,TSLA,253.86000061035156,1.0256969721630367,P,247.5,12,0.4534966760253906,5.65,5.55,5.75,5.65,0.05349310344827586,0.0,5.259258119332955,5.275726245578268
106,TSLA230818C00250000,TSLA,253.86000061035156,1.0154400024414063,C,250.0,12,0.4766898034667969,10.85,10.8,11.1,10.95,0.05349310344827586,0.0,10.995136240758455,11.000429686849134
107,TSLA230818P00250000,TSLA,253.86000061035156,1.0154400024414063,P,250.0,12,0.44775942871093743,6.65,6.5,6.7,6.6,0.05349310344827586,0.0,6.180405539490124,6.206748194718084
108,TSLA230818C00252500,TSLA,253.86000061035156,1.0053861410310954,C,252.5,12,0.5092822509765625,9.61,9.45,10.4,9.925,0.05349310344827586,0.0,10.245098140197626,10.255944755917305
109,TSLA230818P00252500,TSLA,253.86000061035156,1.0053861410310954,P,252.5,12,0.4440973559570312,7.82,7.6,7.8,7.699999999999999,0.05349310344827586,0.0,7.253859908803918,7.287270550144661
110,TSLA230818C00255000,TSLA,253.86000061035156,0.9955294141582415,C,255.0,12,0.4704032452392578,8.19,8.2,8.45,8.325,0.05349310344827586,0.0,8.305697989798887,8.31503622728589
111,TSLA230818P00255000,TSLA,253.86000061035156,0.9955294141582415,P,255.0,12,0.43958079956054685,9.02,8.9,9.0,8.95,0.05349310344827586,0.0,8.431649640554141,8.469924816668934
112,TSLA230818C00257500,TSLA,253.86000061035156,0.9858640800402002,C,257.5,12,0.46521530883789064,7.05,7.1,7.25,7.175,0.05349310344827586,0.0,7.09396231966646,7.096404788448972
113,TSLA230818P00257500,TSLA,253.86000061035156,0.9858640800402002,P,257.5,12,0.4420221813964844,10.3,10.25,10.45,10.35,0.05349310344827586,0.0,9.858199530083283,9.89903567009588
114,TSLA230818C00260000,TSLA,253.86000061035156,0.9763846177321214,C,260.0,12,0.4594780615234375,6.1,6.0,6.15,6.075,0.05349310344827586,0.0,5.987130338184471,5.978756231750269
115,TSLA230818P00260000,TSLA,253.86000061035156,0.9763846177321214,P,260.0,12,0.43579665771484377,11.8,10.85,11.85,11.35,0.05349310344827586,0.0,11.24698590850926,11.290061404188766
116,TSLA230818C00262500,TSLA,253.86000061035156,0.9670857166108631,C,262.5,12,0.45862357788085945,5.15,5.1,5.25,5.175,0.05349310344827586,0.0,5.079743270166034,5.079695832025247
117,TSLA230818P00262500,TSLA,253.86000061035156,0.9670857166108631,P,262.5,12,0.43970286865234376,13.6,13.25,13.55,13.4,0.05349310344827586,0.0,12.931547021524977,12.976168142719658
118,TSLA230818C00265000,TSLA,253.86000061035156,0.9579622664541568,C,265.0,12,0.4577690942382813,4.4,4.3,4.45,4.375,0.05349310344827586,0.0,4.277694666980281,4.284468528135798
119,TSLA230818P00265000,TSLA,253.86000061035156,0.9579622664541568,P,265.0,12,0.4379939013671875,15.06,14.15,15.25,14.7,0.05349310344827586,0.0,14.62638834166242,14.68896715598961
120,TSLA230818C00267500,TSLA,253.86000061035156,0.9490093480760806,C,267.5,12,0.45715874877929696,3.65,3.6,3.75,3.675,0.05349310344827586,0.0,3.5787858116900253,3.5863195035025104
121,TSLA230818P00267500,TSLA,253.86000061035156,0.9490093480760806,P,267.5,12,0.4361628649902344,17.37,15.95,17.05,16.5,0.05349310344827586,0.0,16.4236812137583,16.502132093580094
122,TSLA230818C00270000,TSLA,253.86000061035156,0.9402222244827836,C,270.0,12,0.4572808178710938,3.09,3.05,3.15,3.0999999999999996,0.05349310344827586,0.0,2.982501717615797,2.9850483292533396
123,TSLA230818P00270000,TSLA,253.86000061035156,0.9402222244827836,P,270.0,12,0.49023947265625006,19.07,17.15,19.8,18.475,0.05349310344827586,0.0,19.136612096931003,19.208706011522782
124,TSLA230818C00272500,TSLA,253.86000061035156,0.9315963325150516,C,272.5,12,0.523320196533203,2.63,2.56,3.6,3.08,0.05349310344827586,0.0,3.3934826471856923,3.397230946517901
125,TSLA230818P00272500,TSLA,253.86000061035156,0.9315963325150516,P,272.5,12,0.5239305419921875,21.33,19.5,22.25,20.875,0.05349310344827586,0.0,21.56355618631909,21.64855014998991
126,TSLA230818C00275000,TSLA,253.86000061035156,0.923127274946733,C,275.0,12,0.4627739270019532,2.16,2.13,2.25,2.19,0.05349310344827586,0.0,2.0948523028665775,2.096657394993944
127,TSLA230818P00275000,TSLA,253.86000061035156,0.923127274946733,P,275.0,12,0.507817421875,22.95,22.0,24.0,23.0,0.05349310344827586,0.0,23.33006137105187,23.424207020563216
128,TSLA230818C00277500,TSLA,253.86000061035156,0.9148108130102759,C,277.5,12,0.47522497436523436,1.82,1.79,2.01,1.9,0.05349310344827586,0.0,1.8563580073139363,1.8583955870801392
129,TSLA230818P00277500,TSLA,253.86000061035156,0.9148108130102759,P,277.5,12,0.5299119274902344,25.4,23.8,26.35,25.075000000000003,0.05349310344827586,0.0,25.670541332906765,25.779231393102204
130,TSLA230818C00280000,TSLA,253.86000061035156,0.9066428593226842,C,280.0,12,0.4694877270507813,1.51,1.51,1.6,1.5550000000000002,0.05349310344827586,0.0,1.4631688364403175,1.4600224749249144
131,TSLA230818P00280000,TSLA,253.86000061035156,0.9066428593226842,P,280.0,12,0.49268085449218757,27.32,26.05,28.0,27.025,0.05349310344827586,0.0,27.354020372853284,27.483341285890223
132,TSLA230818C00282500,TSLA,253.86000061035156,0.8986194711870852,C,282.5,12,0.47119669433593747,1.28,1.25,1.33,1.29,0.05349310344827586,0.0,1.203357799192407,1.2008891767257355
133,TSLA230818P00282500,TSLA,253.86000061035156,0.8986194711870852,P,282.5,12,0.5521285021972657,29.93,28.35,30.85,29.6,0.05349310344827586,0.0,30.168368703986772,30.295777567541474
134,TSLA230818C00285000,TSLA,253.86000061035156,0.8907368442468476,C,285.0,12,0.4738822143554688,1.07,1.06,1.11,1.085,0.05349310344827586,0.0,0.9935708454070458,0.995374454183724
135,TSLA230818P00285000,TSLA,253.86000061035156,0.8907368442468476,P,285.0,12,0.5813030151367188,31.85,30.8,33.35,32.075,0.05349310344827586,0.0,32.654920598637005,32.78281433030744
136,TSLA230818C00287500,TSLA,253.86000061035156,0.882991306470788,C,287.5,12,0.48120635986328125,0.92,0.88,0.96,0.9199999999999999,0.05349310344827586,0.0,0.8515441540701829,0.8466868849069631
137,TSLA230818P00287500,TSLA,253.86000061035156,0.882991306470788,P,287.5,12,0.5964395825195312,34.25,33.3,35.7,34.5,0.05349310344827586,0.0,35.003540712709395,35.136039906945065
138,TSLA230818C00290000,TSLA,253.86000061035156,0.8753793124494882,C,290.0,12,0.48389187988281257,0.78,0.76,0.8,0.78,0.05349310344827586,0.0,0.7014688566418279,0.7008925309107662
139,TSLA230818P00290000,TSLA,253.86000061035156,0.8753793124494882,P,290.0,12,0.6097451135253908,36.68,35.9,38.05,36.974999999999994,0.05349310344827586,0.0,37.35207540408112,37.50025658277206
140,TSLA230818C00295000,TSLA,253.86000061035156,0.8605423749503442,C,295.0,12,0.49805189453125004,0.57,0.56,0.6,0.5800000000000001,0.05349310344827586,0.0,0.5169503784382776,0.5155849423180409
