date,SPY
2023-10-16,112.87010873624017
2023-10-17,114.89690831056967
2023-10-18,114.07382013300045
2023-10-19,112.37682829686423
2023-10-20,112.52694819929468
2023-10-23,112.75307843890923
2023-10-24,110.98805580001299
2023-10-25,110.74089265368696
2023-10-26,111.45076637323751
2023-10-27,112.09972053970638
2023-10-30,112.99608305940258
2023-10-31,113.53573417000835
2023-11-01,112.72063443424626
2023-11-02,111.89981774479475
2023-11-03,109.94934014948272
2023-11-06,112.9778002222337
2023-11-07,113.04580569070488
2023-11-08,112.71024261754803
2023-11-09,111.19533390077964
2023-11-10,116.24770335044117
2023-11-13,114.4368757713463
2023-11-14,113.74858847915874
2023-11-15,114.50611198186553
2023-11-16,115.58791344640068
2023-11-17,117.30769759338398
2023-11-20,120.58012916459455
2023-11-21,121.54771103141344
2023-11-22,119.68537289821937
2023-11-23,119.27267163258412
2023-11-24,119.87262441206174
2023-11-27,123.69923640501605
2023-11-28,121.18108828945017
2023-11-29,123.43623066505516
2023-11-30,123.81931766389475
2023-12-01,125.43539503063397
2023-12-04,125.29374301790726
2023-12-05,123.76992953046101
2023-12-06,125.22192045962406
2023-12-07,126.50780328222582
2023-12-08,128.4172652495495
2023-12-11,128.4430065618778
2023-12-12,127.34347290296968
2023-12-13,124.45026298269522
2023-12-14,126.03967533446728
2023-12-15,126.89437953429297
